id,study_name,effect_key,b,s,n,specialty,outcome_group,outcome_flag,outcome_nr,comparison_nr,RCT,study_year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama3-70b-8192,llama-3_1-70b-versatile,mixtral-8x7b-32768,gemma-7b-it,human_response,MV,llama3-8b-8192_cleaned,llama3-70b-8192_cleaned,llama-3_1-70b-versatile_cleaned,mixtral-8x7b-32768_cleaned,gemma-7b-it_cleaned,MV_cleaned,gold_answer_GPT4_cleaned,gemini-1_5-flash-002,gemini-1_5-flash-002_tokens,gemini-1_5-flash-002_logprobs,gemini-1_5-pro-002,gemini-1_5-flash-002_cleaned,gemini-1_5-pro-002_cleaned,meta-llama_Llama-3_2-1B-Instruct,meta-llama_Llama-3_2-1B-Instruct_cleaned,meta-llama_Llama-3_2-3B-Instruct,meta-llama_Llama-3_2-3B-Instruct_cleaned,meta-llama_Llama-3_2-1B-Instruct_probs,meta-llama_Llama-3_2-3B-Instruct_probs,microsoft_Phi-3_5-mini-instruct,google_gemma-2-2b-it,microsoft_Phi-3_5-mini-instruct_cleaned,google_gemma-2-2b-it_cleaned,microsoft_Phi-3_5-mini-instruct_probs,google_gemma-2-2b-it_probs,label,question,question_id,user,status
CD000075,Eyal 1985,STD-Eyal-1985 1.556 1.116 9 7,0.538996500732687,1.3451854182691,16,Neonatal,efficacy,DICH,1,1,no,1985.0,Failed treatment in the first 48 hrs,Doxapram vs aminophylline,0.400685655235718,negative,negative,negative,negative.,negative,"negative.

failed treatment",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9953175659360954,"negative
",neg,neg,negative.,neg,negative,neg,0.669957436031897,0.9520112375380848, negative,"negative 
",neg,neg,0.9867656187011647,0.7768012072034575,,"In a medical study on 'Doxapram vs aminophylline', the outcome is 'Failed treatment in the first 48 hrs'. Is this considered a positive or negative health outcome?",Q127,empty,available
CD000076,Abraham 1987,STD-Abraham-1987 0.333 0.549 14 14,-1.88706964903238,0.857527571191466,28,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1987.0,Global impression: 1a. Not improved,ECT versus PLACEBO or SHAM ECT,-2.2005935580712,negative,negative,negative,negative.,negative,"negative.

a global",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9998727028729668,"negative
",neg,neg,negative.,neg,negative,neg,0.4730923042302943,0.8289549511050543, negative,"negative 
",neg,neg,0.999029982182954,0.5074662277254123,,"In a medical study on 'ECT versus PLACEBO or SHAM ECT', the outcome is 'Global impression: 1a. Not improved'. Is this considered a positive or negative health outcome?",Q128,empty,available
CD000076,Bagadia 1981,STD-Bagadia-1981 1.125 0.211 20 18,0.405465108108165,0.718795288428261,38,Psychiatry & Mental Health,efficacy,DICH,1,2,no,1981.0,Global impression: 1. Not improved - at end of course of ECT,ECT with or without ANTIPSYCHOTIC DRUGS versus ANTIPSYCHOTIC DRUGS with or without SHAM ECT,0.564089824510073,negative,negative,negative,negative.,negative,"negative.

a global",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9996140520970604,"negative
",neg,neg,negative.,neg,negative,neg,0.552138273549722,0.8116050681028155, negative,"negative 
",neg,neg,0.9980726506258076,0.7487880303500086,,"In a medical study on 'ECT with or without ANTIPSYCHOTIC DRUGS versus ANTIPSYCHOTIC DRUGS with or without SHAM ECT', the outcome is 'Global impression: 1. Not improved - at end of course of ECT'. Is this considered a positive or negative health outcome?",Q129,empty,available
CD000076,Baker 1960,STD-Baker-1960 2.533 0.41 24 19,1.7227665977411,0.6774426702154,43,Psychiatry & Mental Health,efficacy,DICH,1,9,no,1960.0,Global impression: Not improved,ECT - NUMBER OF TREATMENTS: 12 versus 20 TREATMENTS,2.5430441179522,negative,negative,negative,negative.,negative,"negative.

a global",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.999392901059182,"negative
",neg,neg,negative.,neg,negative,neg,0.5383269019084893,0.6369620032395684, negative,"negative 
",neg,neg,0.999143857209148,0.8436267868990347,,"In a medical study on 'ECT - NUMBER OF TREATMENTS: 12 versus 20 TREATMENTS', the outcome is 'Global impression: Not improved'. Is this considered a positive or negative health outcome?",Q130,empty,available
CD000076,Chanpattana 2000,STD-Chanpattana-2000 1 0.282 23 23,0.0,0.590326052690247,46,Psychiatry & Mental Health,efficacy,DICH,1,7,no,2000.0,Global impression: not improved,ECT - DOSE: THRESHOLD versus SUPRATHRESHOLD ECT,0.0,negative,negative,negative,negative.,negative,"negative.

a global",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.999808966769172,"negative
",neg,neg,negative.,neg,negative,neg,0.5645434064734061,0.7687567803486821, negative,"negative 
",neg,neg,0.999480279338763,0.6956836813396244,,"In a medical study on 'ECT - DOSE: THRESHOLD versus SUPRATHRESHOLD ECT', the outcome is 'Global impression: not improved'. Is this considered a positive or negative health outcome?",Q131,empty,available
CD000076,Doongaji 1973,STD-Doongaji-1973 0.905 0.431 35 19,-0.143100843640673,0.619346222713713,54,Psychiatry & Mental Health,efficacy,DICH,1,6,no,1973.0,Global impression: 1. Not improved,ECT - ELECTRODE PLACEMENT: UNILATERAL versus BILATERAL ECT,-0.231051451341168,negative,negative,negative,negative.,negative,"negative.

a global",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9998464986125436,"negative
",neg,neg,negative.,neg,negative,neg,0.5724068542743981,0.864554857126885, negative,"negative 
",neg,neg,0.9992901361300172,0.7055447969533628,,"In a medical study on 'ECT - ELECTRODE PLACEMENT: UNILATERAL versus BILATERAL ECT', the outcome is 'Global impression: 1. Not improved'. Is this considered a positive or negative health outcome?",Q132,empty,available
CD000077,Copenhagen Trial,STD-Copenhagen-Trial 1.37 0.262 581 579,0.331146557916953,0.274947842853416,1160,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1997.0,Not complied with allocated procedure,Early amniocentesis vs chorion villus sampling,1.20439773042154,neutral,neutral,negative,negative.,negative,"negative.

the outcome",neu,negative,neu,neg,neg,neg,neg,neg,neu,"neutral
",Neutral,0.6315789343442781,"negative
",neu,neg,negative.,neg,negative,neg,0.6790952880312551,0.9059965007247116, negative,"negative 
",neg,neg,0.946527125386136,0.5661194187495189,,"In a medical study on 'Early amniocentesis vs chorion villus sampling', the outcome is 'Not complied with allocated procedure'. Is this considered a positive or negative health outcome?",Q133,empty,available
CD000078,Zlatnik 1993,STD-Zlatnik-1993 0.556 1.181 18 20,-0.635988766719997,1.27058218347627,38,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1993.0,Birth injury to infant,Planned immediate caesarean section versus planned vaginal delivery in singletons (infant outcomes),-0.5005490986659,negative,negative,negative,negative.,negative,"negative.

birth injury",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9722565004330018,"negative
",neg,neg,negative.,neg,negative.,neg,0.6737210108927643,0.9253112438800808, negative,"negative 
",neg,neg,0.9578944099051554,0.6895576350361127,,"In a medical study on 'Planned immediate caesarean section versus planned vaginal delivery in singletons (infant outcomes)', the outcome is 'Birth injury to infant'. Is this considered a positive or negative health outcome?",Q134,empty,available
CD000080,Campbell 1975,STD-Campbell-1975 0.629 0.556 51 51,-0.474457979595116,0.569042637953892,102,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1975.0,Pre-eclampsia,Energy/protein restriction in pregnant women with high weight-for-height or weight gain,-0.833782827418919,negative,negative,negative,negative.,negative,"negative.

pre-",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99974685094763,"negative
",neg,neg,negative.,neg,negative.,neg,0.5979596277396542,0.8681052647778804, negative,"negative 
",neg,neg,0.9953819192402024,0.7404504157477974,,"In a medical study on 'Energy/protein restriction in pregnant women with high weight-for-height or weight gain', the outcome is 'Pre-eclampsia'. Is this considered a positive or negative health outcome?",Q135,empty,available
CD000081,Belizan 1993,STD-Belizan-1993 0.796 0.343 1298 1308,-0.231723139740679,0.347639848163177,2606,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1993.0,Severe perineal/vaginal trauma,Restrictive versus routine episiotomy (where non-instrumental was intended),-0.666560927825257,negative,negative,negative,negative.,negative,"negative.

severe perine",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.999343618712508,"negative
",neg,neg,negative.,neg,negative.,neg,0.6952740559141863,0.893919826148755, negative,"negative 
",neg,neg,0.978373654017404,0.653751774499692,,"In a medical study on 'Restrictive versus routine episiotomy (where non-instrumental was intended)', the outcome is 'Severe perineal/vaginal trauma'. Is this considered a positive or negative health outcome?",Q136,empty,available
CD000081,Murphy 2008b,STD-Murphy-2008b 1.299 0.439 90 85,0.292811300505197,0.491481771527902,175,Pregnancy & Childbirth,efficacy,DICH,1,4,yes,2008.0,Severe perineal/vaginal trauma,Restrictive versus routine episiotomy (operative vaginal birth was intended),0.59577245275021,negative,negative,negative,negative.,negative,"negative.

severe perine",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99858965027926,"negative
",neg,neg,negative.,neg,negative.,neg,0.6758481801521974,0.9152083030964264, negative,"negative 
",neg,neg,0.9740293908689548,0.6538601107407183,,"In a medical study on 'Restrictive versus routine episiotomy (operative vaginal birth was intended)', the outcome is 'Severe perineal/vaginal trauma'. Is this considered a positive or negative health outcome?",Q137,empty,available
CD000083,Brocks 1984,STD-Brocks-1984 0.643 0.178 31 34,-1.56370190311142,0.603932826944376,65,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1984.0,Vaginal cephalic birth not achieved (CS + breech vaginal birth) (not prespecified),External cephalic version at term versus no ECV attempt,-2.5891983898657,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9477693670764687,"negative
",neg,neg,negative.,neg,negative,neg,0.5228820880354378,0.8038128737763812, negative,"negative 
",neg,neg,0.7964817537458739,0.7945473804546449,,"In a medical study on 'External cephalic version at term versus no ECV attempt', the outcome is 'Vaginal cephalic birth not achieved (CS + breech vaginal birth) (not prespecified)'. Is this considered a positive or negative health outcome?",Q138,empty,available
CD000084,Akhtar 2013,STD-Akhtar-2013 0.676 0.213 63 60,-0.689220987844664,0.369574907824927,123,Pregnancy & Childbirth,efficacy,DICH,1,3,yes,2013.0,Non-cephalic presentation at the birth,External cephalic version (ECV) commenced before term versus ECV at term,-1.86490200836675,negative,negative,negative,negative.,negative,"negative.

non-",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9879476603418632,"negative
",neg,neg,positive.,pos,negative.,neg,0.4078031286293025,0.91554032456554, negative,"negative 
",neg,neg,0.9668999082817246,0.5540731440876401,,"In a medical study on 'External cephalic version (ECV) commenced before term versus ECV at term', the outcome is 'Non-cephalic presentation at the birth'. Is this considered a positive or negative health outcome?",Q139,empty,available
CD000084,Mensink 1980,STD-Mensink-1980 1.04 0.247 50 52,0.0645385211375714,0.40568871482127,102,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1980.0,Non-cephalic presentation at the birth,External cephalic version (ECV) before term versus no ECV,0.159083846258835,negative,negative,negative,negative.,negative,"negative.

non-",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.991355678863192,"negative
",neg,neg,positive.,pos,negative,neg,0.3974446616095456,0.9204712540960196, negative,"negative 
",neg,neg,0.9830809361914982,0.4950353658105853,,"In a medical study on 'External cephalic version (ECV) before term versus no ECV', the outcome is 'Non-cephalic presentation at the birth'. Is this considered a positive or negative health outcome?",Q140,empty,available
CD000084,Van Veelen 1989,STD-Van-Veelen-1989 0.589 0.135 89 90,-1.31765976276032,0.322559544340141,179,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1989.0,Non-cephalic presentation at the birth,External cephalic version (ECV) commenced before term versus no ECV,-4.08501247562167,negative,negative,negative,negative.,negative,"negative.

non-",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9958007984069236,"negative
",neg,neg,positive.,pos,negative,neg,0.4029024139188719,0.9380487608258666, negative,"negative 
",neg,neg,0.982009387947498,0.5561114427782179,,"In a medical study on 'External cephalic version (ECV) commenced before term versus no ECV', the outcome is 'Non-cephalic presentation at the birth'. Is this considered a positive or negative health outcome?",Q141,empty,available
CD000087,Gadir 1990,STD-Gadir-1990 0.535 0.523 29 30,-0.641853886172395,0.534756872121062,59,Gynaecology & Urology,efficacy,DICH,1,1,no,1990.0,Pregnancy per patient,Daily FSH vs HMG for PCOD Patients,-1.20027234736889,positive,positive,positive,positive,positive,"positive.

pregnancy is",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.999876632920344,"positive
",pos,pos,negative.,neg,positive,pos,0.4309958558659699,0.6501137413380301, positive,"positive 
",pos,pos,0.9840925940529544,0.9650156547763789,,"In a medical study on 'Daily FSH vs HMG for PCOD Patients', the outcome is 'Pregnancy per patient'. Is this considered a positive or negative health outcome?",Q142,empty,available
CD000088,Bloch 1995,STD-Bloch-1995 1.744 0.498 32 31,0.710388986994452,0.62693772453268,63,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1995.0,Service utilisation: 1. Hospital admission,ANY FAMILY-BASED INTERVENTIONS (> 5 sessions) vs STANDARD CARE,1.13310933318613,negative,negative,negative,negative.,"negative, as hospital admission","negative.

reduced hospital",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9825572590554768,"negative
",neg,neg,negative.,neg,negative.,neg,0.5179427838879304,0.8476750975828808, negative,"negative 
",neg,neg,0.9554515963883916,0.7602082133194781,,"In a medical study on 'ANY FAMILY-BASED INTERVENTIONS (> 5 sessions) vs STANDARD CARE', the outcome is 'Service utilisation: 1. Hospital admission'. Is this considered a positive or negative health outcome?",Q143,empty,available
CD000088,Leff 1989,STD-Leff-1989 4.364 1.037 11 12,1.83827948486295,1.21809943508986,23,Psychiatry & Mental Health,efficacy,DICH,1,3,no,1989.0,Global state: 1. Relapse,GROUP FAMILY-BASED INTERVENTIONS vs INDIVIDUAL FAMILY-BASED INTERVENTIONS (> 5 sessions),1.50913745783598,negative,negative,negative,negative.,negative,"negative.

relapse",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9992445802432816,"negative
",neg,neg,negative.,neg,negative.,neg,0.528496343265846,0.7401440768677857, negative,"negative 
",neg,neg,0.9980693255949636,0.6330241028469452,,"In a medical study on 'GROUP FAMILY-BASED INTERVENTIONS vs INDIVIDUAL FAMILY-BASED INTERVENTIONS (> 5 sessions)', the outcome is 'Global state: 1. Relapse'. Is this considered a positive or negative health outcome?",Q144,empty,available
CD000088,Schooler 1997,STD-Schooler-1997 0.978 0.071 272 256,-0.0564304364058583,0.177687343768397,528,Psychiatry & Mental Health,efficacy,DICH,1,2,no,1997.0,Service utilisation: Hospital Admission by 19-24 months,BEHAVIOURAL FAMILY-BASED vs SUPPORTIVE FAMILY-BASED INTERVENTIONS (> 5 sessions),-0.317582756369028,negative,negative,negative,negative.,"negative, because hospital","negative.

hospital admission",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99101494503897,"negative
",neg,neg,positive.,pos,negative.,neg,0.4195746484937864,0.820920885542208, negative,"negative 
",neg,neg,0.3908776055028245,0.9211127596316758,,"In a medical study on 'BEHAVIOURAL FAMILY-BASED vs SUPPORTIVE FAMILY-BASED INTERVENTIONS (> 5 sessions)', the outcome is 'Service utilisation: Hospital Admission by 19-24 months'. Is this considered a positive or negative health outcome?",Q145,empty,available
CD000089,Gustafsson 1986,STD-Gustafsson-1986 0.122 0.958 9 8,-2.63905732961526,1.28173988892331,17,Lungs,efficacy,DICH,1,1,no,1986.0,General paediatric assessment - no improvement,FAMILY THERAPY & DRUG THERAPY vs DRUG THERAPY ALONE,-2.05896481214463,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9991441162775964,"negative
",neg,neg,negative.,neg,negative.,neg,0.5074446315811701,0.806986373123426, negative,"negative 
",neg,neg,0.9947748459281436,0.6453402882585699,,"In a medical study on 'FAMILY THERAPY & DRUG THERAPY vs DRUG THERAPY ALONE', the outcome is 'General paediatric assessment - no improvement'. Is this considered a positive or negative health outcome?",Q146,empty,available
CD000091,AISS 1994,STD-AISS-1994 0.749 0.157 64 68,-0.66865616055165,0.356307499518462,132,Neurology,efficacy,DICH,1,1,yes,1994.0,Death or dependency at the end of follow-up,Fibrinogen depleting agents versus control,-1.87662668188381,negative,negative,negative,negative.,negative,"negative.

death or",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9991441162775964,"negative
",neg,neg,negative.,neg,negative.,neg,0.7369682475103646,0.9243370201362504, negative,"negative 
",neg,neg,0.985017961957345,0.7855605233345201,,"In a medical study on 'Fibrinogen depleting agents versus control', the outcome is 'Death or dependency at the end of follow-up'. Is this considered a positive or negative health outcome?",Q147,empty,available
CD000092,Acton 1988,STD-Acton-1988 1.695 0.199 203 217,0.53130075846847,0.201135984797292,420,Gynaecology & Urology,efficacy,DICH,1,1,no,1988.0,Pregnancy rate (overall),OIL SOLUBLE VERSUS WATER SOLUBLE CONTRAST MEDIA FOR TUBAL FLUSHING,2.6415002715895,positive,positive,positive,positive,positive,"positive.

a higher",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9995121818919622,"positive
",pos,pos,positive.,pos,neutral,neu,0.5401133714073998,0.5925986371361642, positive,"positive 
",pos,pos,0.8207289283958128,0.9285018020146456,,"In a medical study on 'OIL SOLUBLE VERSUS WATER SOLUBLE CONTRAST MEDIA FOR TUBAL FLUSHING', the outcome is 'Pregnancy rate (overall)'. Is this considered a positive or negative health outcome?",Q148,empty,available
CD000092,Ogata 1993,STD-Ogata-1993 3.023 0.389 105 85,1.2476478678286,0.456264896389867,190,Gynaecology & Urology,efficacy,DICH,1,3,no,1993.0,Pregnancy rate,OIL SOLUBLE CONTRAST MEDIUM VERSUS NO TREATMENT FOR TUBAL FLUSHING,2.73448138943066,positive,positive,positive,positive,positive,"positive.

a higher",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9997347048569816,"positive
",pos,pos,positive.,pos,positive,pos,0.5137336621201954,0.3590467338814335, positive,"positive 
",pos,pos,0.989005130227136,0.9354792482808186,,"In a medical study on 'OIL SOLUBLE CONTRAST MEDIUM VERSUS NO TREATMENT FOR TUBAL FLUSHING', the outcome is 'Pregnancy rate'. Is this considered a positive or negative health outcome?",Q149,empty,available
CD000093,Barton 2010,STD-Barton-2010 1.196 0.15 100 110,0.330241686870577,0.278144082149491,210,Emergency & Trauma,efficacy,DICH,1,8,no,2010.0,Number of patients transfused,Long Gamma nail versus sliding hip screw (SHS),1.18730437950891,negative,negative,negative,negative.,negative. a higher number,"negative.

transfusion",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9953175659360954,"negative
",neg,neg,negative.,neg,negative,neg,0.5421030943440663,0.4838158820005127," negative

","negative 
",neg,neg,0.6519310459470333,0.4889695530061613,,"In a medical study on 'Long Gamma nail versus sliding hip screw (SHS)', the outcome is 'Number of patients transfused'. Is this considered a positive or negative health outcome?",Q150,empty,available
CD000093,Davis 1988,STD-Davis-1988 0.694 0.353 116 114,-0.417986614906206,0.402593499340213,230,Emergency & Trauma,efficacy,DICH,1,10,no,1988.0,Fracture fixation complications,Kuntscher-Y nail versus sliding hip screw (SHS),-1.03823488355182,negative,negative,negative,negative.,negative,"negative.

fracture",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9783824942414266,"negative
",neg,neg,positive.,pos,negative.,neg,0.504533122339842,0.8090369455162254, negative,"negative 
",neg,neg,0.9740291640850912,0.7044296777994342,,"In a medical study on 'Kuntscher-Y nail versus sliding hip screw (SHS)', the outcome is 'Fracture fixation complications'. Is this considered a positive or negative health outcome?",Q151,empty,available
CD000093,Varela-Egocheaga 2009,STD-Varela_x002d_Egocheaga-2009 1.429 0.267 40 40,0.619039208406224,0.458137653866291,80,Emergency & Trauma,efficacy,DICH,1,13,no,2009.0,Number of patients transfused,Gamma nail versus percutaneous compression plate (PCCP),1.35120788082372,negative,negative,negative,negative.,"negative

in","negative.

transfusion",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.996622927579744,"negative
",neg,neg,negative.,neg,negative,neg,0.5090945688925731,0.5588243109312542," neutral

","negative 
",neu,neg,0.3996629830761473,0.5548501469953316,,"In a medical study on 'Gamma nail versus percutaneous compression plate (PCCP)', the outcome is 'Number of patients transfused'. Is this considered a positive or negative health outcome?",Q152,empty,available
CD000094,Angeleri 1992,STD-Angeleri-1992 0.343 0.608 55 57,-1.17865499634165,0.696066481744773,112,Neurology,efficacy,DICH,1,1,no,1992.0,Case fatality at the end of scheduled follow-up,Ganglioside versus control. Intention-to-treat analysis,-1.69330807796865,negative,negative,negative,negative.,negative,"negative.

case fatality",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.979820642425998,"negative
",neg,neg,negative.,neg,negative.,neg,0.4634520890453057,0.8473338042557197, negative,"negative 
",neg,neg,0.9687661401402252,0.904627293053016,,"In a medical study on 'Ganglioside versus control. Intention-to-treat analysis', the outcome is 'Case fatality at the end of scheduled follow-up'. Is this considered a positive or negative health outcome?",Q153,empty,available
CD000096,Albizzati 1979,STD-Albizzati-1979 1.481 0.493 46 47,0.398907707562005,0.500171969050657,93,Neurology,efficacy,DICH,1,1,no,1979.0,Death within the scheduled treatment period,CI and/or PICH stroke: intravenous glycerol versus avoid glycerol,0.797541110348798,negative,negative,negative,negative.,negative,"negative.

death is",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9967266155431675,"negative
",neg,neg,negative.,neg,negative.,neg,0.6398039591239854,0.9080980034078794, negative,"negative 
",neg,neg,0.9944353354195968,0.5299333454858351,,"In a medical study on 'CI and/or PICH stroke: intravenous glycerol versus avoid glycerol', the outcome is 'Death within the scheduled treatment period'. Is this considered a positive or negative health outcome?",Q154,empty,available
CD000097,Bachus 1990,STD-Bachus-1990 1.712 0.646 33 26,0.56531380905006,0.678568010927825,59,Gynaecology & Urology,efficacy,DICH,1,1,no,1990.0,Pregnancy per cycle,GnRH-a + HMG/FSH vs HMG/FSH,0.833098230311639,positive,positive,positive,positive,positive,"positive.

pregnancy per",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9990600813005656,"positive
",pos,pos,positive.,pos,positive,pos,0.4475683876165675,0.6344862495299065, positive,"positive 
",pos,pos,0.9953899509881972,0.935818421492826,,"In a medical study on 'GnRH-a + HMG/FSH vs HMG/FSH', the outcome is 'Pregnancy per cycle'. Is this considered a positive or negative health outcome?",Q155,empty,available
CD000098,Cavenee 1993,STD-Cavenee-1993 2.485 0.53 84 164,0.85015092936961,0.505820818921781,248,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1993.0,Failure to achieve microbiological cure,Any penicillin versus any other antibiotic,1.68073534652411,negative,negative,negative,negative.,negative,"negative.

a failure",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9984022280987928,"negative
",neg,neg,negative.,neg,negative.,neg,0.6767706409464654,0.929044958862746, negative,"negative 
",neg,neg,0.9648491648124704,0.5657376066185852,,"In a medical study on 'Any penicillin versus any other antibiotic', the outcome is 'Failure to achieve microbiological cure'. Is this considered a positive or negative health outcome?",Q156,empty,available
CD000098,Ramus 2001,STD-Ramus-2001 1.218 1.021 43 52,0.198450938723838,1.02195413003835,95,Pregnancy & Childbirth,efficacy,DICH,1,4,no,2001.0,Failure to achieve microbiological cure,Ceftriaxone versus cefixime,0.194187716347299,negative,negative,negative,negative.,negative,"negative.

a failure",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9910147101684558,"negative
",neg,neg,negative.,neg,negative.,neg,0.6758322279989438,0.924680896171656, negative,"negative 
",neg,neg,0.9496586086053492,0.5036495844189728,,"In a medical study on 'Ceftriaxone versus cefixime', the outcome is 'Failure to achieve microbiological cure'. Is this considered a positive or negative health outcome?",Q157,empty,available
CD000099,Owen 1991,STD-Owen-1991 11.842 1.552 13 12,2.47166142303798,1.55160735371967,25,Gynaecology & Urology,efficacy,DICH,1,2,no,1991.0,Live birth rate per woman randomised,Growth hormone versus placebo: Poor responder as defined by the study,1.59296836091467,positive,positive,positive,positive,positive,neutral,pos,negative,pos,pos,pos,pos,neu,neg,pos,"positive
",positive,0.9998910553598984,"positive
",pos,pos,negative.,neg,positive,pos,0.4203119488079458,0.5152903333272767, neutral,"neutral 
",neu,neu,0.647568631392238,0.4702796641945493,,"In a medical study on 'Growth hormone versus placebo: Poor responder as defined by the study', the outcome is 'Live birth rate per woman randomised'. Is this considered a positive or negative health outcome?",Q158,empty,available
CD000099,Tapanainen 1992,STD-Tapanainen-1992 0.472 1.271 19 19,-0.750305594399894,1.27058218347627,38,Gynaecology & Urology,efficacy,DICH,1,1,no,1992.0,Live birth rate per woman randomised,Growth hormone versus placebo: Routine use,-0.590521104543655,positive,positive,positive,positive,positive,"positive.

live birth",pos,negative,pos,pos,pos,pos,pos,neg,pos,"positive
",positive,0.9995955868370572,"positive
",pos,pos,negative.,neg,positive,pos,0.3932361956101563,0.5644144093785621, positive,"positive 
",pos,pos,0.4325435602448885,0.731827004143574,,"In a medical study on 'Growth hormone versus placebo: Routine use', the outcome is 'Live birth rate per woman randomised'. Is this considered a positive or negative health outcome?",Q159,empty,available
CD000100,Averhoff 1998,STD-Averhoff-1998 1.308 0.126 891 874,0.307150565345716,0.14430914627938,1765,Hepato-Biliary,efficacy,DICH,1,6,no,1998.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (7 months),Different brands of RV (10 µg Recombinvax-HB versus 20 µg Engerix-B by intramuscular route),2.12842063905691,negative,negative,negative,negative,"negative, because a lower","negative.

a low",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9799745412218632,"negative
",neg,neg,negative.,neg,negative,neg,0.5938443964324936,0.6566392089027888, negative,"negative 
",neg,neg,0.9987487970412616,0.809163997298091,,"In a medical study on 'Different brands of RV (10 µg Recombinvax-HB versus 20 µg Engerix-B by intramuscular route)', the outcome is 'Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (7 months)'. Is this considered a positive or negative health outcome?",Q160,empty,available
CD000100,Chan 1992,STD-Chan-1992 1.474 0.261 100 100,0.505548566665147,0.338497315444139,200,Hepato-Biliary,efficacy,DICH,1,3,no,1992.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (12 months),Different doses of plasma-derived vaccine (PDV) by intramuscular route,1.49350834880868,negative,negative,negative,negative,negative,"negative.

a low",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9640493960197138,"negative
",neg,neg,negative.,neg,negative,neg,0.6809473351518242,0.8452893058928496, negative,"negative 
",neg,neg,0.9983938545476448,0.726097690161559,,"In a medical study on 'Different doses of plasma-derived vaccine (PDV) by intramuscular route', the outcome is 'Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (12 months)'. Is this considered a positive or negative health outcome?",Q161,empty,available
